File name	Line	Function	Duration[ms]	Explored nodes
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	264	_Erstick_Hangman.Turno.buttonG_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	274	_Erstick_Hangman.Turno.buttonH_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	284	_Erstick_Hangman.Turno.buttonI_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	294	_Erstick_Hangman.Turno.buttonJ_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	304	_Erstick_Hangman.Turno.buttonK_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	314	_Erstick_Hangman.Turno.buttonL_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	324	_Erstick_Hangman.Turno.buttonM_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	334	_Erstick_Hangman.Turno.buttonN_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	344	_Erstick_Hangman.Turno.button.D1_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	354	_Erstick_Hangman.Turno.buttonO_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	364	_Erstick_Hangman.Turno.buttonP_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	374	_Erstick_Hangman.Turno.buttonQ_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	384	_Erstick_Hangman.Turno.buttonR_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	394	_Erstick_Hangman.Turno.buttonS_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	404	_Erstick_Hangman.Turno.buttonT_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	414	_Erstick_Hangman.Turno.buttonU_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	424	_Erstick_Hangman.Turno.buttonV_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	434	_Erstick_Hangman.Turno.buttonW_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	444	_Erstick_Hangman.Turno.buttonX_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	454	_Erstick_Hangman.Turno.buttonY_Click$object.System.Windows.RoutedEventArgs$	0	3
C:\Users\Acous\OneDrive\Imágenes\Proyecto_Ahorcado\Cliente\Erstick_Hangman\Turno.xaml.cs	464	_Erstick_Hangman.Turno.buttonZ_Click$object.System.Windows.RoutedEventArgs$	0	3
